Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
IDA & IBRD total,IBT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,941.9025862,940.0054444,955.0112309,976.9954366,1027.717523,1063.630821,1090.855015,1099.723029,1138.977093,1201.683787,1264.856911,1311.814756,1359.380909,1417.793206,1470.000748,1497.176145,1557.965131,1597.201955,1624.380327,1666.589185,1713.679736,1711.099667,1718.491266,1707.615793,1749.898872,1791.150003,1821.34983,1869.37203,1907.583886,1928.650872,1932.41459,1919.965402,1916.702652,1948.842953,1980.908063,2025.368524,2100.715095,2175.267259,2199.963359,2246.428713,2340.140626,2390.614246,2466.117876,2574.038663,2730.460811,2884.667498,3077.196337,3301.573896,3448.834797,3504.77753,3724.477305,3902.698389,4053.584429,4208.360904,4354.372012,4484.489384,4625.193682,4802.274637,4976.328418,5114.02262,4988.816958,5303.126184,5449.893514,5632.935897
IDA total,IDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,724.6077085,715.2645419,739.0430085,755.7605421,772.7242568,786.6028781,779.4649127,741.9958672,751.7295789,797.7776419,841.5409643,874.0908003,869.1227523,882.4288322,922.7951149,895.137367,920.3942934,933.2564009,919.4488653,925.9347709,933.1781034,903.6968923,877.8924987,846.3250671,837.1813909,848.3972466,850.6139418,858.5487469,875.3894449,871.7573597,882.1916667,876.2271182,872.0849859,857.51118,843.9432255,852.3003139,871.3484063,882.1229797,890.6156783,894.6596102,907.3897823,921.0549386,947.5008538,970.0098946,1010.530663,1048.101176,1085.856153,1123.452819,1153.130828,1184.084787,1228.061316,1249.636677,1263.340227,1301.358892,1344.104112,1360.962177,1375.27752,1398.645323,1427.406632,1450.694062,1407.173726,1437.007549,1466.352534,1481.745443
IDA blend,IDB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,957.4425347,947.1942832,964.568087,1015.538056,1041.603327,1073.271441,1043.43538,937.1928229,934.4428882,1053.60358,1210.268505,1304.298463,1322.444515,1360.635925,1436.440207,1367.975054,1412.632563,1442.790505,1393.317193,1430.928357,1459.147178,1349.376905,1291.103646,1216.267541,1201.905087,1237.639849,1235.406161,1244.71959,1284.691122,1286.080459,1330.310699,1318.858113,1324.541846,1288.96426,1267.016324,1259.099016,1282.23286,1273.838069,1274.659011,1268.582516,1281.498857,1301.505773,1358.188042,1393.285145,1463.754327,1518.741712,1570.588676,1619.867508,1647.104857,1703.48353,1759.669102,1796.08943,1833.466546,1894.25209,1960.056872,1993.789362,1996.884461,2008.257045,2043.929932,2058.366561,1987.472379,2046.685411,2088.386734,2095.71065
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,597.1474028,614.504129,608.8708041,579.0168414,582.9756509,574.8178081,577.1514122,570.2529991,615.8182647,640.1724687,670.1360337,698.3062004,728.029691,766.8030856,801.4775469,825.3391251,862.0387114,910.6672881,949.8787712,993.5164065,1067.172024,1124.618193,1123.649988,1146.727817,1198.460064,1202.353391,1246.579724,1283.962692,1330.95344,1408.502483,1483.638032,1556.806664,1629.847978,1706.952365,1805.603885,1922.352118,2039.362989,2101.254149,1797.083922,1784.333595,1845.227801,1885.679751,1943.644928,2009.489784,2083.882509,2174.915221,2264.935733,2377.254993,2487.611297,2569.874213,2695.86817,2826.480441,2959.514478,3086.323117,3203.484287,3322.581679,3453.04943,3591.780028,3741.305267,3892.421662,3780.121634,3892.956,4073.55835,4247.853155
IDA only,IDX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,623.8249818,651.8433871,651.7774582,664.7642687,670.1169249,674.2323858,670.3441875,686.7388327,697.7070218,686.0902259,688.4704659,671.1081258,671.9887187,695.3378525,686.2280647,701.2022855,704.2800815,706.8116523,696.4868019,690.022247,696.838122,684.9656661,673.9088758,666.7807763,664.9069546,668.2309629,674.4313164,677.7148977,669.9053324,660.7935963,656.44263,647.0755787,643.5572231,634.0456576,650.5295446,667.087919,687.348423,699.374067,708.290027,720.2577941,729.945533,740.8799953,757.3356806,782.6225888,811.4789309,842.3068939,874.022448,904.7874417,922.4100475,959.5991378,973.2827005,975.0813317,1001.746956,1033.14296,1042.155355,1063.230851,1093.671321,1119.854695,1148.450923,1119.282163,1135.174346,1158.810736,1178.616229
Isle of Man,IMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,18311.38135,18423.51079,21846.02811,23681.67389,26053.0456,27382.76483,28063.21177,28143.76865,28152.23965,28719.57596,29707.03138,30828.32723,32959.02519,35394.22591,39663.52957,44529.09365,46334.3748,48302.02843,50775.03285,53299.47151,55545.09233,58275.61988,62126.82712,66068.24204,68547.42332,69212.05367,70785.82015,71754.71689,77006.55799,80380.96168,84774.53892,84753.51874,90801.17153,93232.64891,95074.43972,95137.33489,86613.61338,89706.0885,,
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,305.7892575,309.9466903,311.7411949,322.8856342,339.0573141,322.823222,315.7759852,333.3168933,337.2158004,351.4400046,361.4861218,359.3688763,349.5080817,352.989656,349.1984451,372.7127029,370.6327345,388.8385692,402.0547122,372.6163022,388.8227791,402.9015182,407.5856197,427.5276958,433.9316671,446.5773323,457.5653912,465.3072242,499.0846481,517.4203321,534.4840996,528.898177,546.4410205,560.7985718,586.1754576,618.1392879,651.9583566,665.4661076,693.4085048,740.9162333,755.482294,777.7336603,793.1009618,840.8180443,892.3821035,947.7634353,1008.667137,1070.131538,1087.583036,1156.880666,1238.014727,1285.283049,1337.476111,1404.545346,1490.028508,1590.174331,1701.184238,1795.91185,1891.138435,1944.314848,1814.56157,1974.580602,2098.220931,2239.250363
Not classified,INX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8388.663569,8822.553142,9068.91846,9443.928161,9753.943975,9905.3849,9954.064718,10480.45579,11293.48477,11886.0057,12100.73159,12374.98812,12983.69605,13380.37707,13721.20288,14260.78132,14243.11239,15205.33635,16068.49653,16343.09314,16653.59115,17007.03002,17231.69676,17068.16655,17701.34092,18218.35017,18132.07467,18975.6226,20051.23237,21301.23437,23085.21414,23395.77925,24013.56992,24537.20767,25847.43843,28192.77549,30034.69797,33012.33363,35533.65189,38835.0409,41924.29325,43451.37305,45245.80851,45856.34963,48081.96811,49746.05646,50838.07676,52012.04541,48677.2172,45729.90323,46246.84509,46635.34459,46377.92169,46676.25849,50427.32967,62179.26427,62566.79784,67652.01992,72478.83824,75281.92153,79441.70868,90589.19673,97316.87751,91783.43701
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2348.429917,2522.308736,2646.980648,2753.708496,2901.087084,3296.423027,3569.706303,3859.757335,4293.816556,4822.20338,5197.605513,5743.415584,6393.164646,6675.96612,6860.918296,6638.43152,7622.344734,7190.912294,6073.006985,5169.023978,3914.121006,3512.806445,4120.734159,4418.726751,3959.315273,3893.510146,3394.254753,3279.251307,2986.998135,3079.578663,3363.51012,3647.571114,3680.217876,3602.815105,3528.030692,3564.661773,3741.581358,3738.567341,3757.343086,3772.355937,3927.709223,3953.479698,4231.478908,4554.593873,4675.940805,4748.030254,4908.959952,5232.703549,5174.354771,5155.85725,5378.717711,5450.938213,5180.086027,5027.484717,5178.900707,4990.936795,5332.101032,5401.455937,5233.282054,5017.117215,5141.084776,5344.958025,5507.533395,5739.943951
Iraq,IRQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,989.104279,1035.826153,1051.486801,1041.855335,1157.160275,1239.425042,1257.84394,1108.267283,1280.012172,1276.829544,1289.328883,1312.65695,1316.02131,1328.061512,1491.171369,1623.35928,1841.661482,1815.987722,2056.176573,2407.513889,2911.17326,2804.929536,2820.952305,2380.414848,2272.880521,2250.769305,2297.853858,2443.610474,2387.1517,2252.346874,3511.166527,1249.067952,1607.587552,1995.728632,1975.178907,1949.578297,2095.373663,2461.728576,3215.740702,3659.353391,4138.18794,4079.111851,3626.353393,2227.969153,3320.37891,3277.11191,3437.36336,3532.080547,3749.765773,3739.455446,3854.688356,4003.052599,4360.745624,4479.470419,4333.82399,4416.942924,4903.823258,4702.400484,4710.976149,4854.386496,4170.392048,4138.077271,4357.865927,4136.19753
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13502.26592,13231.86856,14068.88926,15241.61688,16452.67391,17349.88634,18551.28342,18024.3111,16801.90466,17044.28704,18219.7033,20433.43334,21380.41187,22493.54272,23457.57108,23309.12671,24454.19861,26414.24744,27785.79,28852.63829,30189.68901,31120.29652,31368.71188,30290.19765,31207.21632,31981.91453,33739.27613,36223.55643,35628.63963,35281.08209,35417.1491,34930.72761,33330.71468,33426.87444,34334.28721,34188.35059,35557.27725,37302.66803,39622.60698,40725.88604,42174.66506,43288.0763,43143.46058,43763.77561,46766.01687,48850.76586,50731.69069,53646.36902,53821.47082,49527.39883,48193.7014,48933.54566,49191.57442,50946.81626,51233.24405,52951.68151,55513.6423,56501.45768,57697.80442,57493.41953,52641.72348,54452.09697,57816.36166,58393.17888
Israel,ISR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8730.557759,9393.330913,9859.970787,10520.00831,10914.56457,11488.18265,11190.8561,11038.95091,12566.37302,13904.01966,14433.40116,15518.30405,16966.50379,17204.04187,17781.18767,17943.35421,17603.79912,17392.2277,17975.29293,18607.07942,18469.09971,19071.73751,19106.67176,19392.48236,19319.31603,19747.85686,20259.43989,21358.13397,21618.44456,21376.94893,22241.66346,22560.9159,23485.75087,23811.19182,24926.02192,25872.23042,26698.23157,27026.48143,27502.57385,27704.0216,29321.3254,28733.94126,28128.84607,28010.60746,28836.51318,29503.90146,30605.156,31880.34505,32337.19771,31852.2672,33048.55459,34247.62328,34491.16011,35348.30685,36035.25775,36206.52222,37109.02182,37953.04046,38744.16044,39591.36876,38176.75434,40772.97049,42710.77822,42674.30023
Italy,ITA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9683.800902,10408.7708,10979.94978,11511.60471,11736.71791,12018.63929,12639.30144,13448.93435,14238.87023,15021.89126,15736.18363,15947.72206,16442.65799,17495.28505,18337.16058,17846.97455,19023.50417,19427.91106,19986.06258,21115.91946,21795.25452,21952.88486,22027.35453,22276.81238,22990.29033,23626.74927,24301.14338,25074.26732,26113.35552,26977.93266,27490.63204,27894.24279,28107.85903,27851.12136,28444.41025,29265.08905,29627.48695,30153.77518,30690.91172,31184.61639,32350.90437,32963.67061,32998.20319,32897.39078,33150.47622,33257.7698,33751.70002,34081.09033,33530.36014,31615.27081,32058.17399,32229.45679,31184.55843,30257.62743,29979.91872,30242.38614,30685.6459,31244.2271,31593.48026,32114.29986,29375.03734,31980.64124,33364.10905,33774.02019
Jamaica,JAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,3971.267705,3993.921555,4172.931489,4351.754088,4812.562058,4860.137548,5648.070232,5255.862777,4958.236011,4875.879405,4490.313436,4319.52712,4264.1722,4166.002231,3875.329153,3920.501908,3941.68381,3957.247661,3842.327614,3683.772142,3714.485451,3971.149339,4096.431232,4355.948188,4503.504137,4682.562137,4729.603837,5123.461486,5141.813876,5209.815932,5155.564239,5052.760559,4893.406598,4907.1467,4920.070204,4961.171878,5035.635182,5195.085976,5238.173813,5259.644168,5386.377751,5440.124846,5375.761629,5121.338478,5025.493515,5089.605217,5033.358616,5035.128625,5049.080415,5077.550969,5132.226821,5172.916054,5264.196452,5307.510344,4769.693594,4976.359709,5236.790244,5355.474825
Jordan,JOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,2946.063828,3094.641941,3439.687882,4021.195661,4311.989153,4856.131603,4981.99791,4661.358319,4648.548539,4322.914259,4357.66897,4259.391944,4126.634998,3512.781795,3332.360172,3214.380206,3485.045393,3454.805812,3454.982187,3521.052307,3477.169726,3497.361297,3520.353715,3561.475342,3635.292158,3747.464938,3879.883749,3951.041046,4183.851054,4408.270261,4453.653829,4521.653171,4731.612829,4861.126992,4865.469773,4872.99656,4920.865179,4732.387221,4348.236659,4064.25301,3949.610785,3947.97167,3929.687185,3909.250017,3784.762523,3845.856975,3891.212226,3974.959394
Japan,JPN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6388.878101,7094.470465,7655.05526,8219.987397,9084.795181,9510.549566,10426.6399,11462.92639,12794.62362,14221.05237,14114.31582,14456.8212,15455.13694,16463.27917,16046.78468,16333.67482,16801.92503,17370.61655,18120.72843,18953.33391,19334.37474,20011.82925,20525.29585,21122.96484,21912.15186,22898.99424,23527.71252,24503.08457,26026.86488,27199.93997,28422.21312,29308.27409,29462.65397,29232.43979,29466.75525,30171.16379,31046.17015,31276.19308,30795.08889,30636.26612,31430.63113,31476.05207,31416.12418,31830.21758,32515.1158,33098.54747,33531.51856,33990.03603,33557.6454,31651.08377,32942.20208,33011.13423,33518.44494,34239.88625,34386.90586,34960.63938,35242.19938,35861.97285,36138.52908,36043.7844,34650.79678,35701.45427,36202.63927,37079.10922
Kazakhstan,KAZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5831.079484,5156.945305,4887.375089,4453.564129,3949.046097,3700.753935,3776.083353,3901.338412,3893.938145,4037.453162,4446.451871,5055.313114,5550.504805,6046.327117,6580.884069,7155.342598,7837.627978,8438.103389,8554.8223,8487.543567,8979.330947,9506.732639,9823.692435,10264.29654,10539.04311,10510.77032,10476.34601,10758.51928,11053.36042,11402.75842,10974.24464,11186.28228,11283.41609,11700.83648
Kenya,KEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,787.2162256,699.3058532,736.5112455,770.4322689,777.3794577,761.8561928,839.7019907,834.0243309,865.5745021,898.4353905,824.2403319,971.0059965,1097.71918,1122.591525,1128.988828,1101.576565,1089.367221,1153.494798,1191.536895,1238.506272,1261.994632,1262.89608,1235.866751,1206.453693,1182.871887,1189.409306,1229.967317,1257.989739,1290.060366,1304.619458,1313.859163,1290.633547,1242.018953,1210.272533,1206.873242,1225.143873,1241.878536,1214.847642,1221.524316,1215.163924,1187.32581,1195.443778,1166.065286,1165.166103,1188.570711,1221.859289,1262.814666,1309.895639,1274.404679,1278.140902,1342.768702,1374.544246,1401.490825,1420.078692,1457.543066,1496.653573,1525.743551,1550.203457,1604.802932,1653.828985,1616.502404,1705.74039,1754.58548,1813.760973
Kyrgyz Republic,KGZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.866604,1036.71013,1153.025066,1160.676081,1203.481949,1089.908356,928.3155206,784.5782943,627.2166835,587.3051349,619.6728562,671.2530097,675.0603714,689.4174116,718.3372598,749.4196877,742.4435962,786.3517223,831.4842215,820.7158783,837.1336953,900.0254024,966.4152405,982.3770513,966.1506102,1011.315404,993.7372999,1080.548096,1101.705195,1121.082696,1146.103079,1177.43859,1197.610575,1226.824312,1117.703848,1145.567336,1212.23374,1263.987461
Cambodia,KHM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,601.5272276,641.660058,571.6816713,579.2581981,497.3870023,458.0553728,446.3266195,429.118193,431.0645842,436.3509598,441.7328249,441.4517303,515.3619865,556.5575791,555.6867507,540.7039577,559.8513345,570.8503023,563.7702821,353.95657,378.9223782,391.829017,398.6529632,408.8225268,451.8614506,488.0027023,518.3842919,542.654743,578.4093555,627.0082134,697.7467582,759.643395,822.7540867,863.3869748,851.2030243,888.9125883,938.0176771,992.1346004,1049.994506,1109.375653,1170.742816,1235.323404,1304.549389,1384.968023,1465.969535,1404.198655,1429.937027,1488.814551,1552.820568
Kiribati,KIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,1753.02008,1680.744742,1849.918229,2200.118233,3178.213514,3363.41074,2477.991882,2380.108559,2422.680856,2130.904691,1748.772997,1812.936197,1769.646304,1567.674199,1750.293287,1485.03948,1419.136584,1405.878846,1666.567324,1507.688374,1386.546199,1283.553513,1561.530422,1537.996806,1542.784025,1564.439272,1538.923077,1529.260569,1562.004348,1477.034908,1549.882269,1472.416865,1466.283624,1413.537054,1377.732784,1365.345576,1419.225179,1435.427997,1366.218895,1346.925596,1335.48358,1359.088679,1416.127996,1497.824258,1495.02283,1641.480977,1733.245685,1767.138005,1799.26864,1829.223057,1785.563193,1904.765883,1942.698066,1991.314314
St. Kitts and Nevis,KNA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,4449.300274,4637.942367,5011.880832,5457.715244,5560.720861,5611.952926,5704.411189,6242.391001,6814.064935,7599.851843,8150.593041,8966.288341,9533.528942,10086.09706,9920.972095,10253.94984,10806.88613,11229.73498,11681.55664,12207.16233,12873.2001,12644.29005,12878.17931,13973.25057,14539.4218,14649.71746,14022.86762,14536.62109,15901.94282,16350.77413,16399.64607,18178.36739,17515.77709,17480.2287,17696.36485,17549.47431,18535.98322,19892.10082,20029.75983,20818.34208,20865.64825,21294.39193,21919.78152,18581.38066,18684.63029,20628.6864,21292.70256
"Korea, Rep.",KOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1027.654781,1066.803852,1077.11603,1142.027629,1217.946994,1274.272444,1391.672463,1482.995253,1639.750154,1836.478707,1977.429413,2143.28913,2255.206736,2545.777543,2740.585299,2906.150499,3238.269872,3581.468239,3913.833174,4189.181488,4056.526007,4283.119601,4569.087175,5104.448097,5573.842719,5951.879089,6560.479672,7322.719869,8120.639687,8609.426114,9367.092587,10274.48275,10798.56168,11424.58513,12358.51802,13411.11192,14332.13672,15074.48834,14198.38627,15714.41195,16995.55919,17684.05038,18940.38422,19435.49341,20364.75997,21197.19909,22196.20775,23365.14021,23887.05955,23952.81322,25455.61748,26191.64426,26680.27544,27399.61595,28100.01028,28737.43917,29467.12434,30312.88885,31059.26681,31645.94983,31378.15793,32771.07242,33690.37888,34121.02118
Kuwait,KWT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,69132.38473,69180.50134,67548.72115,59420.94243,48695.9599,40163.01265,40149.63347,36177.12498,36446.09972,39066.49341,29763.58693,22916.62038,19246.57709,19779.94788,19922.11309,18315.37086,19085.21243,19829.99442,17160.71369,20813.66106,20259.60035,14944.50563,22580.72843,29652.01739,32399.18213,33683.49959,32930.46287,32630.94434,32746.25589,31168.88357,31662.83252,30825.89989,30891.31527,35309.79272,37986.13758,40476.31754,41161.01552,41132.20565,39859.8941,35123.25596,32568.67504,33427.8203,33009.11651,31082.41203,30282.54256,29315.1931,29134.37257,27244.48726,26664.64879,26278.73963,25353.24044,26452.96877,27953.33943,27068.48691
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3206.118786,3309.543893,3357.806609,3322.597569,3477.34343,3581.450638,3647.486494,3709.962258,3883.745768,4046.822998,4214.865046,4398.175745,4622.772515,4903.52002,5104.430787,5195.227606,5353.64423,5477.880128,5580.522421,5853.258474,6101.189998,6032.049165,5919.733698,5674.58821,5774.757274,5835.968989,5913.616443,5983.03436,5890.239054,5860.81078,5724.515157,5776.534335,5794.520802,5941.079897,6146.582576,6068.474335,6200.696899,6424.543742,6501.106313,6436.864856,6572.562057,6491.326783,6426.71434,6495.914481,6752.280188,6935.149057,7212.647741,7509.986537,7704.029603,7436.566559,7850.189894,8105.09286,8204.749818,8340.60291,8359.61757,8297.302258,8172.093622,8249.215821,8287.686539,8255.772447,7645.953516,8105.063826,8361.53279,8481.2948
